GEOID,pop_pov,pov_rt
06037103101,2532,8
06037103102,4482,7.4
06037103200,6132,18
06037103300,3418,5
06037103400,6660,13.2
06037104103,3815,9.4
06037104105,5887,26.5
06037104108,5126,19.1
06037104124,4059,5.1
06037104201,4747,22.6
06037104203,5473,24.3
06037104204,3117,23.9
06037104310,5323,16.6
06037104320,6211,24.7
06037104401,3755,22.5
06037104403,3292,23.2
06037104404,3033,22.7
06037104500,2982,23.7
06037104610,3482,20.2
06037104620,3399,15.2
06037104701,4244,40.6
06037104703,2268,29.1
06037104704,4294,21.9
06037104810,5773,16.8
06037104821,3414,21.4
06037104822,2671,25.5
06037106010,3329,21.3
06037106020,5918,11.4
06037106111,4714,7
06037106112,5646,8.4
06037106113,3605,3.4
06037106114,6208,17
06037106403,3575,6
06037106405,4538,29.9
06037106406,5820,5.4
06037106407,2855,28.1
06037106408,3645,20.7
06037106510,4930,5.6
06037106520,5778,16.2
06037106603,3235,2.3
06037106604,4841,23.9
06037106641,2314,2.2
06037106642,3233,4
06037106643,4699,3
06037106645,3425,9.1
06037106646,3363,4
06037106648,4354,22.4
06037106649,2580,9.7
06037107010,3080,18
06037107020,5649,9.5
06037108101,2461,3.4
06037108102,3598,7.8
06037108103,3184,2.2
06037108104,1965,10.2
06037108201,5594,2.5
06037108202,6898,6.8
06037109100,2685,4.5
06037109200,2955,1.9
06037109300,3278,8
06037109400,3658,7.5
06037109500,4860,18.4
06037109601,5152,4.8
06037109603,4432,17.6
06037109604,2900,10
06037109700,4648,8.1
06037109800,5419,12.8
06037111100,3023,9.5
06037111201,3385,8.8
06037111202,5189,4.4
06037111204,6231,2.2
06037111205,4084,5
06037111206,4706,3.6
06037111301,7199,12.7
06037111302,5154,14.7
06037111400,7922,15.5
06037113101,3665,4
06037113102,3013,5.5
06037113211,3693,4.7
06037113212,3258,8.7
06037113213,4846,8
06037113231,2329,3.7
06037113232,4154,5.4
06037113233,8114,23.6
06037113234,4601,15.8
06037113235,1840,8.8
06037113237,4072,5.2
06037113301,2374,4.8
06037113303,4143,8
06037113321,6272,13.4
06037113322,4181,9
06037113401,5959,8.8
06037113421,6880,16.1
06037113422,6450,13.6
06037115101,5205,2.8
06037115103,192,63
06037115104,4582,24.1
06037115201,7000,22.5
06037115202,5083,14.2
06037115301,4467,9
06037115302,4364,29.1
06037115401,6388,19.7
06037115403,3706,26.7
06037115404,2971,23.7
06037117101,5269,11.7
06037117102,2790,11.5
06037117201,4448,24.6
06037117202,2569,4.6
06037117301,4053,5.9
06037117302,5357,9.9
06037117303,3694,7.1
06037117404,4418,14.6
06037117405,3606,38.7
06037117407,3917,44.6
06037117408,3332,42.3
06037117510,4143,37.1
06037117520,4131,33.6
06037117530,6708,24.7
06037119001,4195,7.5
06037119002,7361,10.1
06037119201,3986,10
06037119202,4479,11.6
06037119310,3812,21.7
06037119320,4938,23.2
06037119340,3950,46.8
06037119341,2900,15.4
06037119342,3196,19.5
06037119400,5224,11.6
06037119700,5011,10.2
06037119800,6366,10.4
06037119900,5149,10.1
06037120010,2692,14.8
06037120020,4095,25.9
06037120030,2500,33
06037120103,3315,44.2
06037120104,2340,31.3
06037120105,2844,31.3
06037120106,4342,32.4
06037120107,3673,44.5
06037120108,4745,36.1
06037120300,5521,10.8
06037120400,7017,17.5
06037121010,4461,21.4
06037121020,3615,10.5
06037121101,2991,20.2
06037121102,2438,19
06037121210,2957,13.2
06037121221,2416,12.3
06037121222,5498,29.6
06037121600,2405,7.7
06037121801,2890,25
06037121802,3489,21.6
06037121900,3607,18.9
06037122000,6200,8.5
06037122120,4693,15.7
06037122121,2777,10.1
06037122122,2608,25.9
06037122200,3957,14.3
06037122410,3465,35.5
06037122420,4362,19.3
06037123010,4235,34.8
06037123020,3507,22.1
06037123103,4015,20.7
06037123104,4683,19.3
06037123203,3797,33.1
06037123204,3232,35.8
06037123205,2537,20.1
06037123206,2798,33
06037123301,4203,17.4
06037123303,2941,26.4
06037123304,4341,25.7
06037123410,4213,26.6
06037123420,4505,21.8
06037123510,4771,20.9
06037123520,2693,12.4
06037123601,4889,14.4
06037123602,3471,12.4
06037123700,4199,12.8
06037123800,5836,21.2
06037123901,4250,19
06037123902,2638,13.1
06037124000,5151,4.9
06037124102,3860,27.3
06037124103,2078,14.2
06037124104,2633,17.5
06037124105,2645,26.5
06037124201,3056,18
06037124203,2705,19.6
06037124204,2592,39.3
06037124300,3434,12.8
06037124400,4503,17
06037124500,2942,9.3
06037124600,3148,9.2
06037124700,5357,4.8
06037124902,2824,18
06037124903,3355,14.7
06037125100,6225,11.1
06037125200,3539,12.5
06037125310,5173,21.2
06037125320,5432,29.7
06037125401,4422,19.9
06037125402,4141,12.8
06037125501,3282,12.5
06037125502,3371,14.6
06037125600,2572,13
06037127102,5710,18.9
06037127103,3217,28.7
06037127104,3584,19.3
06037127210,5945,21.1
06037127220,4684,23.7
06037127300,4484,16.5
06037127400,6682,23.3
06037127520,4455,35.2
06037127603,3028,27.6
06037127604,3184,18.3
06037127605,4447,26.5
06037127606,3482,16
06037127711,3563,16.1
06037127712,3074,23.9
06037127803,4301,28.1
06037127804,4362,19.6
06037127805,3583,20.9
06037127806,3024,26.9
06037127910,5160,22.2
06037127920,4479,28
06037128101,3598,19.4
06037128102,5012,32.5
06037128210,5175,48.9
06037128220,3123,21.8
06037128302,4718,30
06037128303,3767,39.1
06037128400,4027,8.8
06037128500,4533,8.7
06037128601,4474,30.8
06037128602,3706,10
06037128702,5622,8
06037128801,3246,15.4
06037128802,4974,4.6
06037128910,4267,6.9
06037131010,6348,17
06037131020,6256,27.2
06037131100,3217,14.5
06037131200,3256,8.5
06037131300,5401,17.2
06037131400,6120,18.6
06037131600,4900,11.4
06037131701,4764,24.1
06037131702,3811,24.4
06037131800,6096,16.3
06037131900,4741,13.4
06037132001,3372,9.5
06037132002,3394,14.2
06037132101,4763,12.8
06037132102,5655,19.4
06037132300,7563,24.5
06037132501,4075,20.9
06037132502,3934,25.2
06037132700,5284,20.7
06037132900,3705,11.1
06037133000,4319,18.6
06037133100,5500,17.2
06037134001,3753,24.8
06037134002,4075,13.6
06037134101,5265,12.4
06037134103,4351,11.2
06037134104,4312,13.5
06037134201,4643,8
06037134302,3707,8.4
06037134303,6026,11.3
06037134304,2743,15.7
06037134305,4534,29.4
06037134306,3846,15.8
06037134421,3943,5
06037134422,4778,4.7
06037134423,3525,8.3
06037134424,2778,2.3
06037134520,5934,15.4
06037134521,3539,33.2
06037134522,3935,29.1
06037134710,5862,26.4
06037134720,4645,13
06037134800,6399,9.6
06037134901,2833,18.1
06037134903,6243,18.9
06037134904,4401,12.7
06037134905,3926,10.4
06037135102,3962,3.5
06037135111,3272,2.9
06037135113,3088,5.8
06037135114,4755,24.4
06037135201,2839,9.2
06037135202,4624,9.8
06037135203,7405,5.5
06037137000,4924,5.9
06037137103,5219,5.7
06037137104,2952,14.1
06037137201,6216,7.1
06037137301,2344,4.4
06037137302,4493,5
06037137401,4302,3.5
06037137402,4910,6.4
06037137501,4359,9
06037137502,4627,5.7
06037137504,1960,2.3
06037138000,4501,5.3
06037139001,5389,9.5
06037139200,5869,13.6
06037139301,4603,5.4
06037139302,5389,20.7
06037139303,4270,13.3
06037139401,2871,10
06037139402,2899,4.6
06037139502,3019,10.3
06037139503,5956,19.7
06037139504,4079,20
06037139600,4976,13.6
06037139701,5426,3.7
06037139702,5872,4.7
06037139703,2991,8.9
06037139801,3224,3.9
06037139802,4101,3.8
06037141101,4857,9.3
06037141102,2986,9.4
06037141201,4355,8.7
06037141202,2816,10.2
06037141302,5939,4.7
06037141303,3309,9.8
06037141304,2924,10.5
06037141400,4871,3.7
06037141500,2937,3.7
06037141600,4281,1.9
06037141700,3003,1.7
06037143100,4338,7.6
06037143200,4295,9.8
06037143300,6833,6.3
06037143400,6443,5
06037143500,4977,10.3
06037143602,4203,9.3
06037143603,2361,11.2
06037143604,3372,11.7
06037143700,3958,5.1
06037143800,5586,2.7
06037143901,4133,3.7
06037143902,2931,2.2
06037181000,6235,7.1
06037181300,4015,5.5
06037181400,4370,12.1
06037181500,3915,6.2
06037181600,3139,9.4
06037183101,3773,15.7
06037183103,4521,18.8
06037183104,2248,8.1
06037183220,3905,14.7
06037183221,3230,18.6
06037183222,3543,10.4
06037183300,3299,10.8
06037183401,2332,8.1
06037183402,3089,20.6
06037183510,2780,12.5
06037183520,3805,28.5
06037183610,3332,22.4
06037183620,3160,23.5
06037183701,3807,27.8
06037183702,2885,17.7
06037183810,4366,35.9
06037183820,3902,39.7
06037185100,6248,16.2
06037185202,4082,16
06037185203,3591,25.5
06037185204,1951,10.7
06037185310,3327,11.8
06037185320,3109,23
06037186100,5132,8
06037186201,3421,15.1
06037186202,2052,6.6
06037186203,2883,9.7
06037186301,3111,33.1
06037186302,5208,19.1
06037186401,3672,27.2
06037186403,2841,17.2
06037186404,2802,22.6
06037187101,3089,13.2
06037187102,3321,23.4
06037187200,2858,12.9
06037187300,3376,7.3
06037188100,4132,7.6
06037188201,3332,8.1
06037188202,2338,2.5
06037188300,3569,5.5
06037189101,2485,13.9
06037189102,3252,10.2
06037189201,3537,19.1
06037189202,2394,9.1
06037189300,3111,4.1
06037189400,3482,8.3
06037189500,3974,22.9
06037189600,3721,7.2
06037189701,3727,8.9
06037189702,2102,12.3
06037189800,3925,15.8
06037189902,5243,15.2
06037189903,2148,15.9
06037189904,2483,13.6
06037189905,2216,14.1
06037190100,4624,20.8
06037190201,1996,34.9
06037190202,3279,26.1
06037190301,5642,17.4
06037190401,3052,27.4
06037190402,2459,32.5
06037190510,4523,33.2
06037190520,3738,25.4
06037190700,3201,22.1
06037190801,2605,43.1
06037190802,2844,25.6
06037190901,4612,27.8
06037190902,3955,32.8
06037191000,4256,20.5
06037191110,3535,20.4
06037191120,4068,22.4
06037191201,3865,20.9
06037191203,2453,29.4
06037191204,2198,19.4
06037191301,2568,22.1
06037191302,2171,31.3
06037191410,4915,31.4
06037191420,3530,23.7
06037191500,5655,24.5
06037191610,4019,22.1
06037191620,2862,25.6
06037191710,2670,36.2
06037191720,3646,36.6
06037191810,3624,33.6
06037191820,3075,12.5
06037191901,3197,15.3
06037191902,2545,9.7
06037192001,2224,14.5
06037192002,2627,10.7
06037192300,2389,10.2
06037192410,3888,12.7
06037192420,4345,15
06037192510,3789,19.1
06037192520,5033,21.9
06037192610,4427,27.8
06037192620,3728,22.2
06037192700,3849,25.1
06037194101,3438,7.4
06037194102,3456,5.4
06037194200,3638,3.4
06037194300,3541,10.5
06037194401,2304,8.4
06037194402,3776,11
06037194500,1889,9.4
06037195100,4815,6.8
06037195201,3264,10
06037195202,3300,6.9
06037195300,3431,9.7
06037195400,4557,6.8
06037195500,5036,6.8
06037195600,3314,24.2
06037195710,4466,34.3
06037195720,2182,10.4
06037195802,2722,14.4
06037195803,2687,19.1
06037195804,2482,16.2
06037195901,2049,13.9
06037195902,1925,25.8
06037195903,2285,14
06037197200,3866,10.2
06037197300,3874,21.6
06037197410,4501,10.2
06037197420,3262,21.2
06037197500,3845,11.3
06037197600,2303,12.3
06037197700,5171,30.4
06037199000,5491,28.4
06037199110,2612,17.6
06037199120,3926,45.1
06037199201,4159,24.9
06037199202,2949,16.6
06037199300,3518,16
06037199400,4444,16.8
06037199700,3185,31.4
06037199800,5390,28.7
06037199900,2775,26.5
06037201110,2329,16.7
06037201120,3952,22.2
06037201200,2590,17.4
06037201301,3899,25.9
06037201302,4172,11.3
06037201401,4731,28.6
06037201402,5099,15.1
06037201501,5702,22.8
06037201503,3311,27.6
06037201504,2293,33.6
06037201601,2272,10
06037201602,2888,12.6
06037201700,4603,25
06037203100,4658,32
06037203200,4993,30.7
06037203300,1367,46.7
06037203500,3065,31.9
06037203600,5058,24.4
06037203710,3629,32.8
06037203720,4135,38.4
06037203800,4688,31.1
06037203900,3089,29
06037204110,3303,23.5
06037204120,2906,18.3
06037204200,3529,38.2
06037204300,4724,36.5
06037204410,2243,44.4
06037204420,3273,47.2
06037204600,4148,35.7
06037204700,5271,23.6
06037204810,5112,23.3
06037204820,2139,17.7
06037204910,3458,26
06037204920,2696,28.3
06037205110,3916,29.4
06037205120,3428,35.5
06037206010,3586,38.7
06037206020,528,15.2
06037206031,3589,13
06037206032,5407,31.7
06037206050,2101,41.2
06037206200,3599,41.2
06037206300,5416,83.1
06037207101,3966,30.2
06037207102,2573,37.2
06037207103,2335,46.1
06037207301,4924,25.4
06037207302,4495,19.8
06037207400,180,24.4
06037207501,2249,15.3
06037207502,2827,33
06037207710,4008,24.4
06037207900,4997,23.5
06037208000,7643,36.4
06037208301,2130,27.7
06037208302,4504,31.3
06037208401,4322,25
06037208402,3002,24.1
06037208501,2148,16.5
06037208502,3796,26.1
06037208610,4509,22.3
06037208620,4325,29.4
06037208710,4682,17.7
06037208720,4547,42.9
06037208801,3114,32.6
06037208802,3503,29.4
06037208902,2770,40.4
06037208903,4041,41.6
06037208904,3924,48.2
06037209102,5566,49
06037209103,3559,51
06037209104,2585,43.2
06037209200,4083,26.6
06037209300,4683,45
06037209401,3902,50.4
06037209402,3808,54
06037209403,3613,45.6
06037209510,2811,41
06037209520,2671,36.8
06037209810,2271,35.9
06037209820,3321,53.1
06037210010,3711,35.7
06037211000,4899,7.7
06037211120,5842,23.2
06037211121,2133,11.5
06037211122,3380,30.1
06037211201,2852,22.8
06037211202,2500,23.2
06037211310,4341,25.1
06037211320,3081,22.1
06037211410,2695,18.6
06037211420,3561,20.6
06037211500,4073,6.5
06037211701,2972,10.9
06037211703,4556,10.1
06037211704,2782,22.2
06037211802,4205,18.3
06037211803,3766,20.2
06037211804,3182,29.3
06037211910,4590,20.9
06037211921,2274,15.8
06037211922,3514,18.6
06037212101,3162,19.8
06037212102,2316,29.4
06037212202,3554,28.8
06037212203,3002,48.4
06037212204,3539,43
06037212303,3403,36.2
06037212304,1779,35.6
06037212305,3205,31.2
06037212306,3051,21.7
06037212410,4623,22
06037212420,3540,29.7
06037212501,2000,20.2
06037212502,2779,16.8
06037212610,4032,17.9
06037212620,4236,27
06037212701,2388,19.9
06037212702,3556,10.5
06037212800,4039,22.8
06037212900,4631,24.9
06037213100,2944,24.4
06037213201,4420,22.3
06037213202,3897,22.5
06037213310,4005,25.5
06037213320,2400,18.5
06037213401,5114,20.1
06037213402,4503,29
06037214000,3817,4.5
06037214100,3846,8.3
06037214400,2925,12.9
06037214501,2860,14.3
06037214502,5453,16.1
06037214503,3504,8.2
06037214600,2469,6.5
06037214700,2539,5.7
06037214800,3001,6.2
06037214901,3090,14.7
06037214902,2950,12.2
06037215101,2930,15.4
06037215102,3070,12.3
06037216100,2428,8.4
06037216200,5601,12.5
06037216300,4942,3.5
06037216401,4380,15.8
06037216402,2796,15.4
06037216700,3639,16.6
06037216800,3070,13.1
06037216900,4856,6
06037217001,3227,13.3
06037217002,5058,12.5
06037217100,6091,6.2
06037217200,4105,15.2
06037218110,3374,20.3
06037218120,4983,23.9
06037218210,3561,31
06037218220,4335,21.5
06037218300,5275,21
06037218400,4774,18.6
06037218500,2668,24.2
06037218600,3089,22
06037218701,2223,17.8
06037218702,2190,28
06037218800,2998,13.6
06037218900,6088,24.1
06037219010,3280,23
06037219020,4788,26.9
06037219300,4169,28.6
06037219500,1720,8.1
06037219700,4191,15.5
06037219800,3035,32.7
06037219901,4489,32.6
06037219902,3682,22.1
06037220000,5259,24.1
06037220100,2727,31
06037221110,3850,39.3
06037221120,3256,32.1
06037221210,3255,27.6
06037221220,3705,18.1
06037221302,5242,20.6
06037221303,2789,42.8
06037221304,3816,28.6
06037221401,3186,42.6
06037221402,2648,24.7
06037221500,4018,37.2
06037221601,3159,30.5
06037221602,2932,38
06037221710,2527,32.2
06037221810,2715,60.3
06037221820,2199,59.8
06037221900,2325,66.2
06037222001,3022,13.5
06037222002,4521,20.7
06037222100,4018,27.2
06037222200,3601,32.6
06037222500,5249,26.5
06037222600,5259,38.5
06037222700,394,88.8
06037224010,2408,41.8
06037224020,2597,47.9
06037224200,2510,33.2
06037224310,2181,45.3
06037224320,3324,31.1
06037224410,3070,37.5
06037224420,2255,39.3
06037224600,3160,39.3
06037224700,2797,81.8
06037226001,2443,40.4
06037226002,1803,34
06037226410,3533,38.3
06037226420,5468,31.5
06037226700,6959,37.6
06037227010,5321,34.9
06037227020,3675,33.1
06037228100,5120,19.8
06037228210,4073,39.3
06037228220,4540,37.4
06037228310,4514,27.1
06037228320,3177,36.6
06037228410,3517,34.1
06037228420,3318,43.3
06037228500,4849,35.2
06037228600,4917,44
06037228710,3858,43.6
06037228720,4854,29.3
06037228800,5458,39.5
06037228900,2731,46.4
06037229100,5100,29
06037229200,4638,27.7
06037229300,5810,47.9
06037229410,3465,48.7
06037229420,4949,38.5
06037231100,3429,58.4
06037231210,3496,32.2
06037231220,4589,30.7
06037231300,5139,28.3
06037231400,5199,15.2
06037231500,4969,20.5
06037231600,6947,30.1
06037231710,3890,47.2
06037231720,5046,33.1
06037231800,5034,45.8
06037231900,5261,47.1
06037232110,2998,31.2
06037232120,5481,28.2
06037232200,3003,28.7
06037232300,4731,30.4
06037232400,7184,20.3
06037232500,4695,31.2
06037232600,6368,35.2
06037232700,6658,38.4
06037232800,4009,37.9
06037234000,4990,13
06037234200,2359,8.9
06037234300,4138,20.3
06037234501,2573,20.5
06037234502,2850,29.2
06037234600,4733,27
06037234700,3786,24.4
06037234800,3519,12.8
06037234901,2781,52.7
06037234902,3809,27.2
06037235100,4909,7.4
06037235201,2757,22.7
06037235202,4349,25.8
06037236000,4561,6.1
06037236100,5805,31.5
06037236202,5672,30.4
06037236203,3269,29.3
06037236204,2944,44.1
06037236400,4500,10
06037237101,3926,37.5
06037237102,3212,38.2
06037237201,3543,21.5
06037237202,4701,17.5
06037237300,5076,23.1
06037237401,3958,36.6
06037237402,3011,22.2
06037237500,2764,28.8
06037237600,3687,24.9
06037237710,3750,40.1
06037237720,3347,49.9
06037237800,3676,12.9
06037237900,4379,21.7
06037238000,5596,11.3
06037238100,4271,24.5
06037238200,4841,11
06037238310,5220,55.2
06037238320,4112,41.9
06037238400,5294,18.9
06037239201,3835,33.8
06037239202,5569,30.5
06037239310,4016,33.6
06037239320,4318,34.3
06037239330,2995,31.8
06037239501,3724,25.1
06037239502,3880,44.2
06037239601,3564,36.8
06037239602,3811,41.5
06037239701,4639,37.4
06037239702,4048,29.3
06037239801,3388,38.5
06037239802,5343,35.3
06037240010,3700,38.7
06037240020,5595,32.2
06037240200,5335,25.7
06037240300,5214,30.8
06037240401,5713,41.3
06037240402,3756,36.3
06037240500,6515,37.8
06037240600,5972,26.2
06037240700,6651,18.9
06037240800,4514,31.2
06037240900,6181,35.9
06037241001,4408,30.5
06037241002,3938,22.3
06037241110,3395,27.6
06037241120,4979,42.7
06037241201,2855,32.5
06037241202,5373,40
06037241300,2409,24.3
06037241400,3536,35.1
06037242000,4272,35.5
06037242100,2769,67.1
06037242200,6318,42.9
06037242300,4867,36.2
06037242600,5133,66.4
06037242700,6030,36.6
06037243000,6692,30.7
06037243100,6202,50.9
06037261101,3702,7.1
06037261102,3596,5.8
06037261200,4200,6
06037262100,2994,4.1
06037262200,4639,2.8
06037262301,2438,8.8
06037262302,2989,2.8
06037262303,3131,4.5
06037262400,2986,4.4
06037262501,3983,5.4
